epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,6860.43,0.38269,0.29282,0.95468,0.93839,1,0.97444,0.93,0.36834,0.36239,0.70039,0.000297226,0.000297226,0.000297226
85,6941.21,0.36918,0.29276,0.93956,0.93767,1,0.98111,0.93936,0.34143,0.36018,0.70474,0.000280723,0.000280723,0.000280723
86,7025.23,0.34983,0.28899,0.94938,0.93694,1,0.97444,0.91323,0.38082,0.37254,0.70419,0.00026422,0.00026422,0.00026422
87,7115.63,0.35893,0.27755,0.93395,0.93567,1,0.98111,0.92647,0.36407,0.36855,0.72147,0.000247716,0.000247716,0.000247716
88,7206.35,0.32652,0.27397,0.92754,0.93675,1,0.98833,0.93052,0.35857,0.35003,0.71189,0.000231213,0.000231213,0.000231213
89,7296.91,0.34671,0.27913,0.93001,0.93457,1,0.98833,0.91937,0.3859,0.34843,0.7058,0.00021471,0.00021471,0.00021471
90,7387.33,0.35797,0.30156,0.96221,0.93454,1,0.98833,0.93533,0.37156,0.34536,0.72285,0.000198206,0.000198206,0.000198206
91,7477.8,0.2872,0.4066,0.93262,0.93253,1,0.98833,0.95458,0.33776,0.32144,0.72932,0.000181703,0.000181703,0.000181703
92,7570.95,0.26938,0.28867,0.89688,0.93549,1,0.98833,0.94802,0.35602,0.34583,0.7424,0.0001652,0.0001652,0.0001652
93,7659.82,0.26569,0.27707,0.89497,0.9441,1,0.995,0.93929,0.3402,0.35598,0.69757,0.000148696,0.000148696,0.000148696
94,7748.73,0.25128,0.25147,0.87447,0.93615,1,0.98833,0.94978,0.31719,0.33078,0.68682,0.000132193,0.000132193,0.000132193
95,7838.31,0.24442,0.2445,0.8819,0.93521,1,0.98833,0.96269,0.28728,0.31618,0.66291,0.00011569,0.00011569,0.00011569
96,7931.2,0.24796,0.25029,0.89766,0.98492,1,0.995,0.96614,0.2782,0.30426,0.65846,9.91865e-05,9.91865e-05,9.91865e-05
97,8024.16,0.24846,0.24547,0.88486,0.99194,1,0.995,0.96516,0.2784,0.28771,0.66392,8.26832e-05,8.26832e-05,8.26832e-05
98,8117.34,0.22685,0.23653,0.88683,0.99366,0.99978,0.995,0.96773,0.27872,0.27503,0.66714,6.61799e-05,6.61799e-05,6.61799e-05
99,8210.63,0.21925,0.22296,0.86146,0.9872,1,0.995,0.95919,0.28115,0.2752,0.66303,4.96766e-05,4.96766e-05,4.96766e-05
100,8304.34,0.21873,0.22969,0.8518,0.98294,1,0.995,0.96743,0.28951,0.27915,0.66157,3.31733e-05,3.31733e-05,3.31733e-05
